DrugBank ID	Accession Numbers	Common name	CAS	UNII	Synonyms	InChI Key	Canonical_SMILES
	BRD-K55473186	YL-61				OQHLPAAWWGDXAW-GUFDHMHMSA-N	CCC(C)C(C(=O)NC1(CCCC=CCCCC(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC(C)C)CS)CCCNC(=N)N)(C)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC3=CNC=N3)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)O)NC(=O)CCNC(=O)C
	BRD-K55487965	BRD-K55487965				HHEHBOFRTLPQEV-UHFFFAOYSA-N	CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CC=C4Cl
	BRD-K55502647	BRD-K55502647				PYEYOUDHDVXHAG-UHFFFAOYSA-N	COC1=CC=CC=C1NC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4
	BRD-K55536701	BRD-K55536701				BWNRFAFWYOBFHA-ZBQHPAGASA-N	CC1C(C(OC12C3=C(C=CC(=C3)N4C5=CC=CC=C5OC6=CC=CC=C6C4=O)N(C2=O)CC=C)CCO)[Si](C)(C)F
	BRD-K55557659	BRD-K55557659				URKGXOWAJDCVER-UHFFFAOYSA-N	CN1C=C(C2=CC=CC=C21)P(=S)(C3=CC=CC=C3)C4=CC=CC=C4
	BRD-K55612480	BRD-K55612480				HWJRKQFKDZCYLU-VTRVSUCGSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3CCCCC3)C(C)CO)C)CN(C)CC4CCCCC4
	BRD-K55630727	BRD-K55630727				CQHMDEUCEOJCOL-UHFFFAOYSA-N	CN(C)C1=NC(=NC(=N1)N)CSC2=NN=NN2C3=CC=C(C=C3)Cl
	BRD-K55677650	CO-101244				VKMFDKYCIKEDMR-UHFFFAOYSA-N	CC1=CC=C(C=C1)CC2(CCN(CC2)CCOC3=CC=C(C=C3)O)O
	BRD-K55715339	BRD-K55715339				QXZFAILDNWQRAW-JJIBRWJFSA-N	C1=CC=C(C(=C1)NC(=O)CCCCCCC(=O)NN=CC2=CC=C(C=C2)OCCO)O
	BRD-K55722623	BRD-K55722623				AZMPNDKCBUEXJV-UHFFFAOYSA-N	C1=CC=C(C(=C1)C2=C3C=CC=NC3=C(C=C2)O)F
	BRD-K55748775	SCH-28080				PYKJFEPAUKAXNN-UHFFFAOYSA-N	CC1=C(N2C=CC=C(C2=N1)OCC3=CC=CC=C3)CC#N
	BRD-K55827386	BRD-K55827386				FLULYEBPWOEKQH-BKZGZDJESA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)CCCCCC(=O)NC3=CC=CC=C3N)OC1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)C(C)CO
	BRD-K55844427	BRD-K55844427				ACNKWXDVXVEMDQ-UHFFFAOYSA-N	CC1=C(C=C(C=C1)C2=NN3C(=NN=C3S2)C)NC(=O)C4=CC=C(O4)C5=CC(=CC=C5)Cl
	BRD-K55938002	VU-0405166-2				IEADXLJHWWTTJK-UHFFFAOYSA-N	C1=CC(=C(C=C1C2=NN=C(O2)NC(=O)COC3=C(C=C(C=C3)F)Cl)F)F
	BRD-K55966666	BRD-K55966666				SOJHGFJRAQRFOT-UHFFFAOYSA-N	C1CCN(C1)C2=NC(=NC(=N2)NC3=CC=CC=C3OC4=CC=CC=C4)NCCO
	BRD-K55972177	BRD-K55972177				UFGXHAYLSMZGGX-UHFFFAOYSA-N	CC1=CC=C(C=C1)S(=O)(=O)C2CCN(CC2)C3=NC(=NC4=CC=CC=C43)C5=CC=CS5
	BRD-K55991774	BAS-09104376				CNEGNCUOFPNSCH-XYOKQWHBSA-N	CC1=CC2=C(C=C1)N=C(N2)C(=CC3=CC=C(O3)C)C#N
	BRD-K55996963	BRD-K55996963				MPHAUGVSNOVVLL-UHFFFAOYSA-N	CSC1=NN(C(=N1)N)C2=CC(=CC(=C2)Cl)Cl
	BRD-K56001384	antimycin-a				ZVYMCLIDNNTNCL-GFRRLMGDSA-N	CCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C
	BRD-K56024573	BRD-K56024573				ACHRAKKJEPOMKJ-UHFFFAOYSA-N	COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CC5=C(C=C4)OCO5
	BRD-K56047318	RHC-80267				RXSVYGIGWRDVQC-UHFFFAOYSA-N	C1CCC(=NOC(=O)NCCCCCCNC(=O)ON=C2CCCCC2)CC1
	BRD-K56064827	EI-273				NEBCAMAQXZIVRE-UHFFFAOYSA-N	COCC1=CC(=C(C(=C1C2=C(C(=C(C=C2COC)O)O)O)O)O)O
	BRD-K56111351	KU-C104219				PDBRKKNXTWJBKP-UHFFFAOYSA-N	CC1=CC=C(C=C1)NC(=O)CN2C(=O)C3=CC=CC=C3S2
	BRD-K56115039	BU-226				ZXRSVNHYTSSFMN-UHFFFAOYSA-N	C1CN=C(N1)C2=CC3=CC=CC=C3C=N2
	BRD-K56196992	BRD-K56196992				UIWHTZIAIXNFGN-USUMGCFOSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=C(C=C3)C4=NC=CS4)OC1CN(C)CC5=CC=C(C=C5)C(=O)NC6=CC=CC=C6N)C(C)CO
	BRD-K56231354	triprolidine				CBEQULMOCCWAQT-UHFFFAOYSA-N	CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3
	BRD-K56277358	MGCD-265				UFICVEHDQUKCEA-UHFFFAOYSA-N	CN1C=C(N=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=CC=C5)F
	BRD-K56287385	ST-001903				LZSQQWLNWAMWTO-UHFFFAOYSA-N	COC(=O)CCC1=C(C2=CC=CC=C2N1)SC3=CC=CC=C3
	BRD-K56301217	ABT-737				HPLNQCPCUACXLM-PGUFJCEWSA-N	CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
	BRD-K56307118	BRD-K56307118				OCISBYRFPWWMQL-UHFFFAOYSA-N	C1=COC(=C1)C2=NN=C(O2)SCC#CCOC(=O)C3=CC=C(C=C3)F
	BRD-K56392985	BRD-K56392985				JFVQQQJGXXROPE-SAIGWJAVSA-N	CC=CC#CC#CC(C(C=CCCCO)O)OC1C(C(C(C(O1)CO)O)O)O
	BRD-K56411643	BRD-K56411643				TXJZRSRTYPUYRW-GHTZIAJQSA-N	COC(=O)C1CC2=C(C(N1C(=O)CCl)C3=CC=C(C=C3)C(=O)OC)NC4=CC=CC=C24
	BRD-K56429665	calcipotriol				LWQQLNNNIPYSNX-GMGGYIQASA-N	CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C
	BRD-K56446541	BRD-K56446541				LRLDKODMPCJKST-UHFFFAOYSA-N	C1CCC(CC1)C(=O)NCC(=O)OCC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl
	BRD-K56450366	NSC-94258				MQGPSCMMNJKMHQ-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O
	BRD-K56477805	BRD-K56477805				QXJVAZJQJDPXQL-UHFFFAOYSA-N	CC1=NN=C(O1)N=C2C(=NSS2)Cl
	BRD-K56489029	BRD-K56489029				CYNJOLQNKYVWTO-UHFFFAOYSA-N	CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)OCC
	BRD-K56509348	BMS-182874				MJRGSRRZKSJHOE-UHFFFAOYSA-N	CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C
	BRD-K56515112	medrysone				GZENKSODFLBBHQ-XVDJYXIYSA-N	CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)CC4)C)O)C)C(=O)C
	BRD-K56518176	BRD-K56518176				AFVUASODBNYGAO-UHFFFAOYSA-N	C1=CC(=CC=C1C(=O)NC2=C(C=C(C=C2)C(=O)O)N)N
	BRD-K56555032	BRD-K56555032				JNIASVBBJIIZMX-UHFFFAOYSA-N	CCN1C(=NN=C1SCC(=O)N2CCN(CC2)C3=CC=CC=C3)COC4=C(C=CC=C4C)C
	BRD-K56593336	BRD-K56593336				HTGWZEXCLHOICY-UHFFFAOYSA-N	CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC(=CC=C4)OC
	BRD-K56596360	BRD-K56596360				MPYNNCOHONUWDW-PNCHPQGNSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C3=CC=CS3)OC1CN(C)S(=O)(=O)C4=CC=C(C=C4)Cl)C(C)CO
	BRD-K56596464	QX-314				PYEBKOFMWAMBFV-UHFFFAOYSA-O	CC[N+](CC)(CC)CC(=O)NC1=C(C=CC=C1C)C
	BRD-K56658166	BRD-K56658166				XWFRNTHGPRGCNS-UHFFFAOYSA-N	C1=CC=C2C(=C1)NC(=N2)CCNC(=O)COC3=CC=CC=C3Br
	BRD-K56697208	BRD-K56697208				ZNKHQWGJWCXYRV-UHFFFAOYSA-N	CCCCCN1C2=C(N=C1SCCC3=CC=CC=C3)N(C(=O)NC2=O)C
	BRD-K56745457	azauridine				WYXSYVWAUAUWLD-SHUUEZRQSA-N	C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
	BRD-K56751279	Y-39983				JTVBXQAYBIJXRP-SNVBAGLBSA-N	CC(C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N
	BRD-K56855930	BRD-K56855930				QCEJTPCHYLGAJS-UHFFFAOYSA-N	CC1=C(N2C=CC=CC2=N1)P(=S)(C3=CC=CC=C3)C4=CC=CC=C4
	BRD-K56957086	dacinostat				BWDQBBCUWLSASG-MDZDMXLPSA-N	C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)C=CC(=O)NO
	BRD-K56983253	BRD-K56983253				IPUKQDAXCONVQT-UHFFFAOYSA-N	C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC=CC(=C4)C5=CC=C(C=C5)C(=O)O
	BRD-K57011718	UK-356618				JJHRUUKMPWUYIB-HVOSOHGQSA-N	CC1=C(C=CC(=C1)CCCC(CC(=O)NO)C(=O)NC(C(=O)NC(C)C2=CC=CC=C2)C(C)(C)C)C3=CC=CC=C3
	BRD-K57016430	BRD-K57016430				YWCKNSAYJDPHQO-UHFFFAOYSA-N	C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)Br
	BRD-K57019930	BRD-K57019930				DJLPAJSKAPXAHV-UHFFFAOYSA-N	CCN(CC)S(=O)(=O)C1=CC=CC2=CC(=C(C=C21)O)C(=O)O
	BRD-K57037351	BRD-K57037351				LUAHTXCRZXZRAL-UHFFFAOYSA-N	CC1=CSC(=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=COC=C4
	BRD-K57200229	SD-6-035-B3				WIYHORLWMFSPCL-FFBJJBDJSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)N(C)C)C(C)CO)C)CN(C)CC3=CC4=C(C=C3)OCO4
	BRD-K57238941	BRD-K57238941				HHVDAPYADHRFBI-UHFFFAOYSA-N	COC1=CC(=C(C=C1)OC)C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)OC)OC5CCCC5
	BRD-K57282030	JW-7-24-1				VVTHOUCIAGHQBD-UHFFFAOYSA-N	COC1=CC(=CC(=C1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC(=C(C=C5)N6CCNCC6)C(F)(F)F)OC
	BRD-K57285282	JAS07-006				ZTKRHVRDOBGROC-IBGZPJMESA-N	CC1(C2=C(CC3N1C(=O)N(C3=O)CC4=CC=C(C=C4)OC)C5=CC=CC=C5N2)C
	BRD-K57304726	PRE-084				RQHKZUBCUZVZEF-UHFFFAOYSA-N	C1CCC(CC1)(C2=CC=CC=C2)C(=O)OCCN3CCOCC3
	BRD-K57309821	BRD-K57309821				GWBHDJPGXRBLQW-UHFFFAOYSA-N	CC(C)CC(=O)NC1=NN(C2=C1C=C3C=C(C=CC3=N2)OC)CC(C)C
	BRD-K57353465	BRD-K57353465				RYHBTLBXXBAGPS-UHFFFAOYSA-N	C1CN(C2=CC=CC=C21)C3=NC4=CC=CC=C4C(=N3)NCC5=CC=CC=C5
	BRD-K57443339	BRD-K57443339				YRAOJEGTHQJVGH-APSVEGKFSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC=CS3)C(C)CO)C)CN(C)C(=O)CCCN(C)C
	BRD-K57457519	BRD-K57457519				DBTWZLIQIQEKBB-UHFFFAOYSA-N	CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=COC=C4
	BRD-K57480017	BRD-K57480017				WCGDWZAYLWCDAO-UHFFFAOYSA-N	C1=CC(=CC=C1C2=NOC(=N2)C3=CC=C(C=C3)F)C(=O)O
	BRD-K57546357	prunetin				KQMVAGISDHMXJJ-UHFFFAOYSA-N	COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O
	BRD-K57562268	BRD-K57562268				QTMQCIZVGZBCJM-UHFFFAOYSA-N	CCN1C=NC2=C(N=C(N=C21)C#N)NCCC3=CN=CC=C3
	BRD-K57592392	BRD-K57592392				AYQCZQKMGKDZPS-CVEARBPZSA-N	C1CCC(C(C1)NS(=O)(=O)C2=CC=C(C=C2)Cl)N3CCOCC3
	BRD-K57678861	BRD-K57678861				XHCFGJIATIGRMD-TZNXZYKKSA-N	CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC=C3)OC1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)C(C)CO
	BRD-K57732441	BRD-K57732441				QYHFPUZBYVVXLB-SEAFADMZSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3)C(C)CO)C)CN(C)C(=O)CCC(F)(F)F
	BRD-K57786095	BRD-K57786095				PEHWLDDZWQGNOT-SEXOINJZSA-N	CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)OC1CN(C)S(=O)(=O)C4=CC=CC=C4)C(C)CO
	BRD-K57836103	BRD-K57836103				GDBIZWCIODRNMX-UHFFFAOYSA-N	CC1=C([N+](=O)C(=C(N1[O-])C)C2=CC=C(C=C2)Br)C3=CC=CC=C3
	BRD-K57926513	tyrphostin-AG-1295				FQNCLVJEQCJWSU-UHFFFAOYSA-N	CC1=CC2=NC=C(N=C2C=C1C)C3=CC=CC=C3
	BRD-K57930080	BRD-K57930080				VQSAZLNDWODBDE-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C2=CC=NC=C2)OC
	BRD-K57954781	BRD-K57954781				OFEZSBMBBKLLBJ-JFWOZONXSA-N	C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO
	BRD-K58033748	BRD-K58033748				WXDHQWPQLKGANZ-UHFFFAOYSA-N	C1CN(CCN1C2=CC=NC=C2)C(=O)CCNS(=O)(=O)C3=CC=CC4=NSN=C43
	BRD-K58070753	BRD-K58070753				FHADXZSABCGRQM-UMLQYNHOSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3=C(ON=C3C)C)C(C)CO)C)CN(C)C(=O)C4CCCCC4
	BRD-K58191509	BRD-K58191509				UHIMEEWAODCTDO-BRIFBZNFSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)C3=CC=NC=C3)C(C)CO)C)CN(C)C(=O)NC4=CC=CC5=CC=CC=C54
	BRD-K58214070	BRD-K58214070				RPFLJHUKWQKWPO-UHFFFAOYSA-N	C1=CC(=CC=C1N(CCCNC(=O)C(F)(F)F)C(=O)CCl)[N+](=O)[O-]
	BRD-K58223721	BRD-K58223721				XWUFTPIDMLSXES-QMMMGPOBSA-N	C1=CC(=C(C=C1O)O)CC(=O)NC(CC(=O)N)C(=O)O
	BRD-K58247702	BRD-K58247702				SQAVVMXKWFZPOI-UHFFFAOYSA-N	CCOP(=O)(C1=CC2=C(C=C1)C3=CC=CC=C3C2=O)OCC
	BRD-K58279162	BRD-K58279162				MBUSULDPCTYKRU-XMMPIXPASA-N	COCCCNC(=O)C1(COC(=N1)C2=CC=C(C=C2)OCCCO)CC3=CC=CC=C3
	BRD-K58288048	BRD-K58288048				VYCOOHAMPRTWAW-QXULMBECSA-N	CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)CCCCCC(=O)NC3=CC=CC=C3N)OC1CN(C)CC4=CC=C(C=C4)C5=CC=CC=C5)C(C)CO
	BRD-K58299615	RO-90-7501				PWOMHJWLINZLEE-NDENLUEZSA-N	
	BRD-K58306044	YL-54				RHVIOOGDCUZPSJ-DTPFTBJGSA-N	CCC(C)C(C(=O)NC1(CCCC=CCCCC(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCSC)CC(C)C)CC(C)C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)O)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)CCNC(=O)C
	BRD-K58347372	BRD-K58347372				NMHFAXRTWCWMAY-DFSPRCJXSA-N	COCCOC(=O)N1C2=C(C=C(C=C2)C#CCC(C(=O)OC)C(=O)OC)C3(C1=O)C(C4C(=O)OC(C(N4C3C5=CC=CC=C5OCCO)C6=CC=CC=C6)C7=CC=CC=C7)C(=O)N8CCN(CC8)C9=NC=CC=N9
	BRD-K58479490	BRD-K58479490				YPKBHAMQCQAOQB-LSJJIYBBSA-N	CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)OC1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)C(C)CO
	BRD-K58499478	SPB02137				ULSMZGGENQYXHL-UHFFFAOYSA-N	C1=CSC(=C1)C2=NC(=CS2)C(=O)NNC(=O)C3=CC=C(C=C3)Cl
	BRD-K58519325	BRD-K58519325				IYWLOUCQMHQNNE-UHFFFAOYSA-N	CC(C)OC1=C(C=C(C=C1)Cl)NC2=NC(=NC(=N2)NCCO)N3CCCC3
	BRD-K58547240	BRD-K58547240				FTYJXDUDIZLBIW-UHFFFAOYSA-N	CC1=C(C(=O)N=C(N1)NC2=NC(=C3C=C(C=CC3=N2)OC)C)CCC(C)C
	BRD-K58618158	BRD-K58618158				ODBFITQLIBHDCW-UHFFFAOYSA-N	CCOC1=CC=C(C=C1)OC2=C(C=NN(C2=O)C3=CC=C(C=C3)C)Cl
	BRD-K58628167	BRD-K58628167				VFUBYRKVTAMKPI-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC=C(C=C3)C(=O)NCCO
	BRD-K58674774	BRD-K58674774				REAKASMONPHWMT-UHFFFAOYSA-N	C1=CC=C2C(=C1)C=CC=C2C3=NN=C(O3)SCC#CCOC(=O)C4=CC(=C(C(=C4)F)F)F
	BRD-K58679021	BRD-K58679021				CYKISVYTUCOJRU-UHFFFAOYSA-N	CCCCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CN3CCN(CC3)C4=CC(=CC=C4)Cl
	BRD-K58698715	BRD-K58698715				YWKHKRITRQRVIW-UHFFFAOYSA-N	CCCOC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)OC
	BRD-K58784778	BRD-K58784778				MOSVBDAIGOGSPE-XTGAJNFRSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(C)CO)C)CN(C)CC3CCCCC3
	BRD-K58846134	BRD-K58846134				NAGHLZPRCQGGKY-UHFFFAOYSA-N	C1CN(CCC1N2C(=O)OC(=N2)C3=CC=CC=C3)C(=O)C4(CC4)C5=CC=CC=C5
	BRD-K58853583	BRD-K58853583				VXYGCMZXSXTMOF-UHFFFAOYSA-N	CN1C2=CC=CC=C2C(=CC1=O)OCCCC(=O)NC3=NC=CC(=C3)Br
	BRD-K58900438	BRD-K58900438				PSQUYVWVHWNPIG-UHFFFAOYSA-N	CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4CCCCC4)N
	BRD-K58938839	cyclopamine				QASFUMOKHFSJGL-LAFRSMQTSA-N	CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5CC4=C3C)C)O)C)NC1
	BRD-K58972465	BRD-K58972465				LLIBVDGMNXBWJX-CXUHLZMHSA-N	COC1=CC(=C(C=C1)C=NNC(=O)C2=CC=CC=N2)O
	BRD-K58982513	BRD-K58982513				HHGHBIFKWRNLAE-UHFFFAOYSA-N	CC1=NC(=C2C3=C(CCCC3)SC2=N1)N4CCN(CC4)C(=O)C5CCCCC5
	BRD-K58999277	BRD-K58999277				MQSQPFAQNYDQLL-UHFFFAOYSA-N	C1OC2=C(O1)C=C(C=C2)C3=CC4=C(C=C3)N=CN=C4NCCC5=CC=CO5
	BRD-K59019422	BRD-K59019422				KFOOHRHDHDMWHL-UHFFFAOYSA-N	CC1=CSC(=N1)NC(=O)C2=CC=C(O2)COC3=CC(=CC=C3)Cl
	BRD-K59036917	BRD-K59036917				DFOVLSMXPWPCFH-UHFFFAOYSA-N	CCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC=CC=C2Br
	BRD-K59058766	chlorprothixene				WSPOMRSOLSGNFJ-VGOFMYFVSA-N	CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
	BRD-K59139557	BRD-K59139557				GWQLSJMFDAAWOW-UHFFFAOYSA-N	CS(=O)(=O)C1=CC=C(C=C1)C(=O)OCC#CCSC2=NN=C(O2)C3=CC=CC4=CC=CC=C43
	BRD-K59163477	cisapride				DCSUBABJRXZOMT-RBBKRZOGSA-N	COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
	BRD-K59184148	SB-216763				JCSGFHVFHSKIJH-UHFFFAOYSA-N	CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl
	BRD-K59222562	BRD-K59222562				LXDHFJUOCGKVAV-UHFFFAOYSA-N	CN(CC1=CC=CS1)C2=NC=NC3=C2C=C(C=C3)C4=CC5=C(C=C4)OCO5
	BRD-K59331372	SB-366791				RYAMDQKWNKKFHD-UHFFFAOYSA-N	COC1=CC=CC(=C1)NC(=O)C=CC2=CC=C(C=C2)Cl
	BRD-K59369769	tozasertib				GCIKSSRWRFVXBI-UHFFFAOYSA-N	CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C
	BRD-K59419204	AM-281				AJFFBPZYXRNAIC-UHFFFAOYSA-N	CC1=C(N(N=C1C(=O)NN2CCOCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I
	BRD-K59429476	PSH-021				ZEZDUMRAUZWUOA-GOSISDBHSA-N	CC1(C2=C(CC3N1C(=O)N(C3=O)CC4=CC=CC=C4Cl)C5=CC=CC=C5N2)C
	BRD-K59460069	BRD-K59460069				SSBSKLSIZKVBFF-UHFFFAOYSA-N	COC(=O)C1=C(C=CC2=C1C(=O)C3=C(C=C(C=C3O2)CO)O)O
	BRD-K59469039	AG-879				XRZYELWZLNAXGE-KPKJPENVSA-N	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C(=S)N
	BRD-K59470558	BRD-K59470558				KRFQWVXRVPHWCH-UHFFFAOYSA-N	CCC1=NC=CN1CC(=O)C2=CC(=C(C=C2)O)O
	BRD-K59488055	BRD-K59488055				YQEYOYLPOAGOMK-NUHOQHIVSA-N	CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)CCN3CCOCC3)OC1CN(C)CC4=CC=C(C=C4)C5=CC=CC=C5)C(C)CO
	BRD-K59556282	BRD-K59556282				RAPZLGMIGZUQOI-UHFFFAOYSA-N	C1=CC=C(C(=C1)C(=O)N(C2=CC3=C(C=C2)OC(=O)S3)S(=O)(=O)C4=CC=C(C=C4)Br)Cl
	BRD-K59563627	BRD-K59563627				GEPQSEIVCGMSGO-GMNHBYEWSA-N	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3=CC=CC=C3)C(C)CO)C)CN(C)S(=O)(=O)C4=CC=C(C=C4)F
	BRD-K59570838	homoveratrylamine				ANOUKFYBOAKOIR-UHFFFAOYSA-N	COC1=C(C=C(C=C1)CCN)OC
	BRD-K59633395	BRD-K59633395				NUGPQONICGTVNA-UHFFFAOYSA-N	C1=CC=C(C(=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O)O
	BRD-K59633790	VU-0420363-1				JXGIYKRRPGCLFV-JOCHJYFZSA-N	CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NC(C)(C)C)C(=O)C3=CC=CO3
	BRD-K59637651	NSC-119889				MQGBYISSPZLIEZ-UHFFFAOYSA-N	C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=C2C4=C(C(=C(C(=C4Br)Br)Br)Br)C(=O)O
	BRD-K59650319	YM-298198				KCBXOMYXOBVLED-UHFFFAOYSA-N	CC1=C(SC2=NC3=C(N12)C=C(C=C3)N)C(=O)N(C)C4CCCCC4
	BRD-K59705555	BRD-K59705555				HARSXQVGRZLKGB-UHFFFAOYSA-N	C1CN(CCC1OC2=CC=CC=C2)C3=C4C=CSC4=NC=N3
	BRD-K59754458	BRD-K59754458				RDAIUVQJEWLDBR-UHFFFAOYSA-N	CC(C)(C)OC(=O)NC1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br
	BRD-K59761766	BRD-K59761766				XOXHNCQEJNHCDW-UHFFFAOYSA-N	CC1(CC2=C(SC(=C2C(=O)C1)SC)C(=O)O)C
	BRD-K59794046	BRD-K59794046				BSXRJIBWLOPQGM-UHFFFAOYSA-N	CC1=NC2=CC=CC=C2N1CC(=O)C3=CC(=C(C=C3)O)O
	BRD-K59795987	VU-0415010				UCYKBUFMLZUPTK-UHFFFAOYSA-N	C1=CC2=C(C=C1F)NC(=N2)COCC3=NC4=C(N3)C=C(C=C4)F
	BRD-K59840856	BRD-K59840856				KNZWBHGWTXXRTB-UHFFFAOYSA-N	C1=CC=C(C=C1)S(=O)(=O)N2C3=CC=CC=C3N=C2N
	BRD-K59851896	calycanthine				XSYCDVWYEVUDKQ-GXRSIYKFSA-N	CN1CCC23C4NC5=CC=CC=C5C2(C1NC6=CC=CC=C36)CCN4C
	BRD-K59962020	CHEMBL-374350				CYCGGKILBWERDJ-UHFFFAOYSA-N	CC1=CC2=C(C=C1C)N(C(=N2)NCCCO)CC(=O)C3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C
